FIPS,Tract,County,State,pop,n
17031410100,Census Tract 4101,Cook County,Illinois,2251,19
17031420300,Census Tract 4203,Cook County,Illinois,2495,4
17031470100,Census Tract 4701,Cook County,Illinois,2246,18
17031480100,Census Tract 4801,Cook County,Illinois,2161,17
17031491000,Census Tract 4910,Cook County,Illinois,3417,10
17031500200,Census Tract 5002,Cook County,Illinois,1831,7
17031530400,Census Tract 5304,Cook County,Illinois,2356,16
17031610300,Census Tract 6103,Cook County,Illinois,5670,1
17031610800,Census Tract 6108,Cook County,Illinois,1521,10
17031611200,Census Tract 6112,Cook County,Illinois,2072,21
17031611700,Census Tract 6117,Cook County,Illinois,1847,18
17031611800,Census Tract 6118,Cook County,Illinois,2186,4
17031680900,Census Tract 6809,Cook County,Illinois,3560,19
17031681400,Census Tract 6814,Cook County,Illinois,1879,16
17031700302,Census Tract 7003.02,Cook County,Illinois,6003,8
17031730202,Census Tract 7302.02,Cook County,Illinois,3093,3
17031750600,Census Tract 7506,Cook County,Illinois,3844,15
17031802002,Census Tract 8020.02,Cook County,Illinois,4990,11
17031802403,Census Tract 8024.03,Cook County,Illinois,1392,12
17031803901,Census Tract 8039.01,Cook County,Illinois,3702,17
17031804505,Census Tract 8045.05,Cook County,Illinois,3644,14
17031804701,Census Tract 8047.01,Cook County,Illinois,5947,16
17031807100,Census Tract 8071,Cook County,Illinois,3850,19
17031809600,Census Tract 8096,Cook County,Illinois,3226,4
17031810600,Census Tract 8106,Cook County,Illinois,4783,12
17031813500,Census Tract 8135,Cook County,Illinois,6298,10
17031813702,Census Tract 8137.02,Cook County,Illinois,4719,5
17031818000,Census Tract 8180,Cook County,Illinois,4153,20
17031820901,Census Tract 8209.01,Cook County,Illinois,5010,15
17031821800,Census Tract 8218,Cook County,Illinois,5235,11
17031823703,Census Tract 8237.03,Cook County,Illinois,9197,9
17031824507,Census Tract 8245.07,Cook County,Illinois,3650,9
17031825505,Census Tract 8255.05,Cook County,Illinois,5346,15
17031826304,Census Tract 8263.04,Cook County,Illinois,2947,11
17031826402,Census Tract 8264.02,Cook County,Illinois,5109,4
17031827802,Census Tract 8278.02,Cook County,Illinois,3064,15
17031828000,Census Tract 8280,Cook County,Illinois,5119,5
17031828702,Census Tract 8287.02,Cook County,Illinois,3963,5
17031830007,Census Tract 8300.07,Cook County,Illinois,4947,3
17031830202,Census Tract 8302.02,Cook County,Illinois,3800,16
17031831900,Census Tract 8319,Cook County,Illinois,3074,10
17031836800,Census Tract 8368,Cook County,Illinois,2635,20
17031841200,Census Tract 8412,Cook County,Illinois,4414,7
17031843800,Census Tract 8438,Cook County,Illinois,1479,9
17043840201,Census Tract 8402.01,Dupage County,Illinois,6323,10
17043841109,Census Tract 8411.09,Dupage County,Illinois,4049,20
17043841110,Census Tract 8411.10,Dupage County,Illinois,3703,17
17043841210,Census Tract 8412.10,Dupage County,Illinois,4099,2
17043842601,Census Tract 8426.01,Dupage County,Illinois,4294,21
17043844001,Census Tract 8440.01,Dupage County,Illinois,3886,20
17043844100,Census Tract 8441,Dupage County,Illinois,3891,13
17043846205,Census Tract 8462.05,Dupage County,Illinois,3725,12
17043846206,Census Tract 8462.06,Dupage County,Illinois,4356,9
17043846513,Census Tract 8465.13,Dupage County,Illinois,3302,10
17043846701,Census Tract 8467.01,Dupage County,Illinois,4156,18
17063000300,Census Tract 3,Grundy County,Illinois,3617,7
17089851000,Census Tract 8510,Kane County,Illinois,6358,12
17089851400,Census Tract 8514,Kane County,Illinois,6567,5
17089851910,Census Tract 8519.10,Kane County,Illinois,3831,2
17089851911,Census Tract 8519.11,Kane County,Illinois,4941,18
17089852203,Census Tract 8522.03,Kane County,Illinois,4523,11
17091011500,Census Tract 115,Kankakee County,Illinois,2085,9
17091011800,Census Tract 118,Kankakee County,Illinois,2456,19
17093890404,Census Tract 8904.04,Kendall County,Illinois,9853,1
17097861611,Census Tract 8616.11,Lake County,Illinois,3821,18
17097862605,Census Tract 8626.05,Lake County,Illinois,3836,8
17097862700,Census Tract 8627,Lake County,Illinois,3851,8
17097863004,Census Tract 8630.04,Lake County,Illinois,4968,19
17097863601,Census Tract 8636.01,Lake County,Illinois,3419,2
17097864412,Census Tract 8644.12,Lake County,Illinois,4093,1
17097864516,Census Tract 8645.16,Lake County,Illinois,4307,19
17097864519,Census Tract 8645.19,Lake County,Illinois,5514,11
17097864801,Census Tract 8648.01,Lake County,Illinois,5482,10
17111870106,Census Tract 8701.06,McHenry County,Illinois,2923,3
17111870200,Census Tract 8702,McHenry County,Illinois,5870,7
17111870807,Census Tract 8708.07,McHenry County,Illinois,5551,16
17111871313,Census Tract 8713.13,McHenry County,Illinois,2088,4
17197880109,Census Tract 8801.09,Will County,Illinois,5612,15
17197880503,Census Tract 8805.03,Will County,Illinois,4106,13
17197881002,Census Tract 8810.02,Will County,Illinois,4972,5
17197881007,Census Tract 8810.07,Will County,Illinois,6031,5
17197883216,Census Tract 8832.16,Will County,Illinois,3255,15
17197883516,Census Tract 8835.16,Will County,Illinois,7305,7
17031030603,Census Tract 306.03,Cook County,Illinois,2305,15
17031031700,Census Tract 317,Cook County,Illinois,6119,2
17031063000,Census Tract 630,Cook County,Illinois,3280,12
17031070101,Census Tract 701.01,Cook County,Illinois,4583,13
17031070103,Census Tract 701.03,Cook County,Illinois,1439,6
17031080202,Census Tract 802.02,Cook County,Illinois,3800,14
17031090200,Census Tract 902,Cook County,Illinois,6505,19
17031100200,Census Tract 1002,Cook County,Illinois,7564,9
17031170600,Census Tract 1706,Cook County,Illinois,2490,12
17031170800,Census Tract 1708,Cook County,Illinois,4009,6
17031190100,Census Tract 1901,Cook County,Illinois,2338,11
17031200401,Census Tract 2004.01,Cook County,Illinois,3408,17
17031221100,Census Tract 2211,Cook County,Illinois,4542,19
17031221200,Census Tract 2212,Cook County,Illinois,2865,12
17031251700,Census Tract 2517,Cook County,Illinois,1291,16
17031261000,Census Tract 2610,Cook County,Illinois,2268,20
17031280400,Census Tract 2804,Cook County,Illinois,1423,6
17031281900,Census Tract 2819,Cook County,Illinois,6749,2
17031310300,Census Tract 3103,Cook County,Illinois,1836,19
17031310400,Census Tract 3104,Cook County,Illinois,1456,12
17031340400,Census Tract 3404,Cook County,Illinois,1630,7
17031340500,Census Tract 3405,Cook County,Illinois,1558,6
17031390300,Census Tract 3903,Cook County,Illinois,2664,14
17031440101,Census Tract 4401.01,Cook County,Illinois,3986,4
17031560200,Census Tract 5602,Cook County,Illinois,1372,13
17031580501,Census Tract 5805.01,Cook County,Illinois,4716,14
17031611500,Census Tract 6115,Cook County,Illinois,3273,4
17031612100,Census Tract 6121,Cook County,Illinois,1018,15
17031670500,Census Tract 6705,Cook County,Illinois,1004,2
17031671500,Census Tract 6715,Cook County,Illinois,2308,4
17031730300,Census Tract 7303,Cook County,Illinois,1042,6
17031800500,Census Tract 8005,Cook County,Illinois,5576,18
17031801500,Census Tract 8015,Cook County,Illinois,6367,12
17031801702,Census Tract 8017.02,Cook County,Illinois,4911,7
17031802004,Census Tract 8020.04,Cook County,Illinois,6006,21
17031803010,Census Tract 8030.10,Cook County,Illinois,4686,9
17031804709,Census Tract 8047.09,Cook County,Illinois,8425,3
17031804803,Census Tract 8048.03,Cook County,Illinois,5381,9
17031804804,Census Tract 8048.04,Cook County,Illinois,5744,14
17031804901,Census Tract 8049.01,Cook County,Illinois,6319,20
17031805110,Census Tract 8051.10,Cook County,Illinois,4441,3
17031808400,Census Tract 8084,Cook County,Illinois,4297,8
17031811100,Census Tract 8111,Cook County,Illinois,6876,12
17031814200,Census Tract 8142,Cook County,Illinois,8122,3
17031815702,Census Tract 8157.02,Cook County,Illinois,5383,11
17031817102,Census Tract 8171.02,Cook County,Illinois,2920,14
17031818900,Census Tract 8189,Cook County,Illinois,4683,14
17031819200,Census Tract 8192,Cook County,Illinois,6690,4
17031819801,Census Tract 8198.01,Cook County,Illinois,5161,16
17031820204,Census Tract 8202.04,Cook County,Illinois,4332,6
17031820700,Census Tract 8207,Cook County,Illinois,7031,4
17031823705,Census Tract 8237.05,Cook County,Illinois,4770,18
17031824124,Census Tract 8241.24,Cook County,Illinois,2909,8
17031824129,Census Tract 8241.29,Cook County,Illinois,4074,13
17031825303,Census Tract 8253.03,Cook County,Illinois,3995,20
17031828701,Census Tract 8287.01,Cook County,Illinois,4399,18
17031832500,Census Tract 8325,Cook County,Illinois,3277,8
17031840400,Census Tract 8404,Cook County,Illinois,3434,2
17031841100,Census Tract 8411,Cook County,Illinois,6990,14
17031841300,Census Tract 8413,Cook County,Illinois,4317,20
17031842100,Census Tract 8421,Cook County,Illinois,7110,7
17031842400,Census Tract 8424,Cook County,Illinois,3207,16
17031843000,Census Tract 8430,Cook County,Illinois,2399,17
17043840907,Census Tract 8409.07,Dupage County,Illinois,4421,15
17043841312,Census Tract 8413.12,Dupage County,Illinois,3495,2
17043841322,Census Tract 8413.22,Dupage County,Illinois,4836,15
17043841902,Census Tract 8419.02,Dupage County,Illinois,4149,18
17043845507,Census Tract 8455.07,Dupage County,Illinois,3433,6
17043845601,Census Tract 8456.01,Dupage County,Illinois,4613,6
17043845701,Census Tract 8457.01,Dupage County,Illinois,4272,13
17089850705,Census Tract 8507.05,Kane County,Illinois,9014,11
17089851600,Census Tract 8516,Kane County,Illinois,6288,10
17089851909,Census Tract 8519.09,Kane County,Illinois,4310,16
17089852300,Census Tract 8523,Kane County,Illinois,1931,18
17091010100,Census Tract 101,Kankakee County,Illinois,2381,12
17093890104,Census Tract 8901.04,Kendall County,Illinois,6180,15
17093890302,Census Tract 8903.02,Kendall County,Illinois,5259,2
17093890402,Census Tract 8904.02,Kendall County,Illinois,9276,1
17097861201,Census Tract 8612.01,Lake County,Illinois,5849,17
17097861505,Census Tract 8615.05,Lake County,Illinois,3510,4
17097861701,Census Tract 8617.01,Lake County,Illinois,1992,4
17097862300,Census Tract 8623,Lake County,Illinois,2778,5
17097863006,Census Tract 8630.06,Lake County,Illinois,337,11
17097863201,Census Tract 8632.01,Lake County,Illinois,2846,13
17097864904,Census Tract 8649.04,Lake County,Illinois,2612,20
17097865400,Census Tract 8654,Lake County,Illinois,4292,7
17111870403,Census Tract 8704.03,McHenry County,Illinois,4389,3
17111871202,Census Tract 8712.02,McHenry County,Illinois,5491,11
17111871209,Census Tract 8712.09,McHenry County,Illinois,3516,8
17111871404,Census Tract 8714.04,McHenry County,Illinois,4425,10
17197880106,Census Tract 8801.06,Will County,Illinois,4692,16
17197880115,Census Tract 8801.15,Will County,Illinois,4352,5
17197880203,Census Tract 8802.03,Will County,Illinois,4178,17
17197880309,Census Tract 8803.09,Will County,Illinois,5038,11
17197880321,Census Tract 8803.21,Will County,Illinois,5041,18
17197880701,Census Tract 8807.01,Will County,Illinois,4391,8
17197880702,Census Tract 8807.02,Will County,Illinois,2789,17
17197881105,Census Tract 8811.05,Will County,Illinois,6786,7
17197881202,Census Tract 8812.02,Will County,Illinois,2240,4
17197881302,Census Tract 8813.02,Will County,Illinois,1003,2
17197882801,Census Tract 8828.01,Will County,Illinois,2621,10
17197883208,Census Tract 8832.08,Will County,Illinois,3141,2
17197883511,Census Tract 8835.11,Will County,Illinois,4642,9
17197883514,Census Tract 8835.14,Will County,Illinois,7424,21
17197883808,Census Tract 8838.08,Will County,Illinois,1318,7
17197884006,Census Tract 8840.06,Will County,Illinois,1867,1
17197980100,Census Tract 9801,Will County,Illinois,2697,2
17031031100,Census Tract 311,Cook County,Illinois,4898,18
17031031400,Census Tract 314,Cook County,Illinois,4685,5
17031040900,Census Tract 409,Cook County,Illinois,2006,17
17031051000,Census Tract 510,Cook County,Illinois,1707,3
17031062600,Census Tract 626,Cook County,Illinois,2371,20
17031070500,Census Tract 705,Cook County,Illinois,3185,13
17031071400,Census Tract 714,Cook County,Illinois,4763,1
17031110502,Census Tract 1105.02,Cook County,Illinois,3533,14
17031150300,Census Tract 1503,Cook County,Illinois,7272,20
17031150402,Census Tract 1504.02,Cook County,Illinois,3945,7
17031150700,Census Tract 1507,Cook County,Illinois,4453,18
17031160501,Census Tract 1605.01,Cook County,Illinois,3270,8
17031221300,Census Tract 2213,Cook County,Illinois,3011,18
17031240900,Census Tract 2409,Cook County,Illinois,1093,13
17031243400,Census Tract 2434,Cook County,Illinois,2931,1
17031251600,Census Tract 2516,Cook County,Illinois,4456,9
17031260200,Census Tract 2602,Cook County,Illinois,1232,14
17031260700,Census Tract 2607,Cook County,Illinois,1524,13
17031260800,Census Tract 2608,Cook County,Illinois,2001,1
17031300700,Census Tract 3007,Cook County,Illinois,4791,14
17031310900,Census Tract 3109,Cook County,Illinois,4914,12
17031350100,Census Tract 3501,Cook County,Illinois,2439,17
17031590500,Census Tract 5905,Cook County,Illinois,1672,10
17031611900,Census Tract 6119,Cook County,Illinois,1559,9
17031630800,Census Tract 6308,Cook County,Illinois,6361,9
17031640700,Census Tract 6407,Cook County,Illinois,3110,4
17031640800,Census Tract 6408,Cook County,Illinois,1505,15
17031650302,Census Tract 6503.02,Cook County,Illinois,4945,3
17031660301,Census Tract 6603.01,Cook County,Illinois,1761,14
17031670200,Census Tract 6702,Cook County,Illinois,724,11
17031670400,Census Tract 6704,Cook County,Illinois,1616,21
17031680500,Census Tract 6805,Cook County,Illinois,1474,10
17031730700,Census Tract 7307,Cook County,Illinois,2288,14
17031801601,Census Tract 8016.01,Cook County,Illinois,4423,14
17031801607,Census Tract 8016.07,Cook County,Illinois,5753,17
17031802607,Census Tract 8026.07,Cook County,Illinois,1217,7
17031803902,Census Tract 8039.02,Cook County,Illinois,3498,7
17031804106,Census Tract 8041.06,Cook County,Illinois,7232,15
17031804109,Census Tract 8041.09,Cook County,Illinois,3138,20
17031804203,Census Tract 8042.03,Cook County,Illinois,3215,13
17031804710,Census Tract 8047.10,Cook County,Illinois,3836,21
17031804810,Census Tract 8048.10,Cook County,Illinois,6552,21
17031805202,Census Tract 8052.02,Cook County,Illinois,3891,3
17031808100,Census Tract 8081,Cook County,Illinois,3837,6
17031810502,Census Tract 8105.02,Cook County,Illinois,5846,2
17031810702,Census Tract 8107.02,Cook County,Illinois,4048,3
17031811000,Census Tract 8110,Cook County,Illinois,4021,18
17031811701,Census Tract 8117.01,Cook County,Illinois,3491,16
17031815300,Census Tract 8153,Cook County,Illinois,3538,5
17031815500,Census Tract 8155,Cook County,Illinois,7817,20
17031815701,Census Tract 8157.01,Cook County,Illinois,3835,6
17031818300,Census Tract 8183,Cook County,Illinois,6424,14
17031819300,Census Tract 8193,Cook County,Illinois,2700,17
17031820800,Census Tract 8208,Cook County,Illinois,3431,14
17031821101,Census Tract 8211.01,Cook County,Illinois,4860,17
17031823805,Census Tract 8238.05,Cook County,Illinois,3030,11
17031824127,Census Tract 8241.27,Cook County,Illinois,4001,15
17031824400,Census Tract 8244,Cook County,Illinois,1855,2
17031824601,Census Tract 8246.01,Cook County,Illinois,4207,10
17031825302,Census Tract 8253.02,Cook County,Illinois,5472,11
17031825803,Census Tract 8258.03,Cook County,Illinois,5761,17
17031826901,Census Tract 8269.01,Cook County,Illinois,1728,10
17031829903,Census Tract 8299.03,Cook County,Illinois,4068,4
17031830004,Census Tract 8300.04,Cook County,Illinois,6874,9
17031830008,Census Tract 8300.08,Cook County,Illinois,4234,16
17031830500,Census Tract 8305,Cook County,Illinois,3948,18
17031832100,Census Tract 8321,Cook County,Illinois,3592,13
17031841700,Census Tract 8417,Cook County,Illinois,1137,20
17043840304,Census Tract 8403.04,Dupage County,Illinois,3636,12
17043841401,Census Tract 8414.01,Dupage County,Illinois,6660,10
17043841802,Census Tract 8418.02,Dupage County,Illinois,5432,9
17043842000,Census Tract 8420,Dupage County,Illinois,4289,19
17043842800,Census Tract 8428,Dupage County,Illinois,4658,16
17043843301,Census Tract 8433.01,Dupage County,Illinois,3477,4
17043843500,Census Tract 8435,Dupage County,Illinois,5469,14
17043845000,Census Tract 8450,Dupage County,Illinois,6195,13
17043845802,Census Tract 8458.02,Dupage County,Illinois,3559,16
17043845805,Census Tract 8458.05,Dupage County,Illinois,3980,21
17043846510,Census Tract 8465.10,Dupage County,Illinois,3896,9
17089850711,Census Tract 8507.11,Kane County,Illinois,3897,2
17089852906,Census Tract 8529.06,Kane County,Illinois,5443,16
17097862100,Census Tract 8621,Lake County,Illinois,5674,9
17097862502,Census Tract 8625.02,Lake County,Illinois,2663,11
17097864001,Census Tract 8640.01,Lake County,Illinois,6836,15
17097864107,Census Tract 8641.07,Lake County,Illinois,5458,4
17097864207,Census Tract 8642.07,Lake County,Illinois,7227,19
17097864208,Census Tract 8642.08,Lake County,Illinois,4074,12
17097864407,Census Tract 8644.07,Lake County,Illinois,6290,3
17097866100,Census Tract 8661,Lake County,Illinois,3672,7
17111870402,Census Tract 8704.02,McHenry County,Illinois,5937,16
17111871003,Census Tract 8710.03,McHenry County,Illinois,4120,7
17111871311,Census Tract 8713.11,McHenry County,Illinois,4862,20
17197880111,Census Tract 8801.11,Will County,Illinois,3942,20
17197880119,Census Tract 8801.19,Will County,Illinois,3928,11
17197880304,Census Tract 8803.04,Will County,Illinois,4897,9
17197880317,Census Tract 8803.17,Will County,Illinois,6221,16
17197880422,Census Tract 8804.22,Will County,Illinois,4428,14
17197880423,Census Tract 8804.23,Will County,Illinois,3379,20
17197880432,Census Tract 8804.32,Will County,Illinois,4312,20
17197883206,Census Tract 8832.06,Will County,Illinois,4476,20
17197883307,Census Tract 8833.07,Will County,Illinois,3894,5
17197884004,Census Tract 8840.04,Will County,Illinois,2794,15
17031010503,Census Tract 105.03,Cook County,Illinois,2417,4
17031040401,Census Tract 404.01,Cook County,Illinois,3431,19
17031060100,Census Tract 601,Cook County,Illinois,3178,6
17031071500,Census Tract 715,Cook County,Illinois,5991,20
17031081600,Census Tract 816,Cook County,Illinois,3725,8
17031151100,Census Tract 1511,Cook County,Illinois,5447,18
17031190402,Census Tract 1904.02,Cook County,Illinois,4896,19
17031220702,Census Tract 2207.02,Cook County,Illinois,3959,3
17031220902,Census Tract 2209.02,Cook County,Illinois,3194,17
17031230400,Census Tract 2304,Cook County,Illinois,2116,12
17031240600,Census Tract 2406,Cook County,Illinois,1639,5
17031241100,Census Tract 2411,Cook County,Illinois,3650,13
17031241300,Census Tract 2413,Cook County,Illinois,1888,10
17031250400,Census Tract 2504,Cook County,Illinois,5513,6
17031250700,Census Tract 2507,Cook County,Illinois,6466,10
17031252102,Census Tract 2521.02,Cook County,Illinois,7020,20
17031300900,Census Tract 3009,Cook County,Illinois,3937,7
17031301803,Census Tract 3018.03,Cook County,Illinois,3168,14
17031310200,Census Tract 3102,Cook County,Illinois,1824,21
17031310800,Census Tract 3108,Cook County,Illinois,4633,20
17031350400,Census Tract 3504,Cook County,Illinois,1777,3
17031420400,Census Tract 4204,Cook County,Illinois,1327,20
17031431302,Census Tract 4313.02,Cook County,Illinois,3788,18
17031440300,Census Tract 4403,Cook County,Illinois,4650,19
17031530100,Census Tract 5301,Cook County,Illinois,1915,13
17031540101,Census Tract 5401.01,Cook County,Illinois,4460,20
17031570100,Census Tract 5701,Cook County,Illinois,1421,1
17031620300,Census Tract 6203,Cook County,Illinois,7080,3
17031690400,Census Tract 6904,Cook County,Illinois,2908,18
17031691100,Census Tract 6911,Cook County,Illinois,2883,4
17031801300,Census Tract 8013,Cook County,Illinois,4448,3
17031802900,Census Tract 8029,Cook County,Illinois,6085,9
17031803016,Census Tract 8030.16,Cook County,Illinois,2560,10
17031803400,Census Tract 8034,Cook County,Illinois,6745,2
17031803612,Census Tract 8036.12,Cook County,Illinois,3470,9
17031803800,Census Tract 8038,Cook County,Illinois,4159,14
17031804506,Census Tract 8045.06,Cook County,Illinois,5248,20
17031804508,Census Tract 8045.08,Cook County,Illinois,2345,20
17031804715,Census Tract 8047.15,Cook County,Illinois,3777,20
17031804808,Census Tract 8048.08,Cook County,Illinois,2768,4
17031806700,Census Tract 8067,Cook County,Illinois,4266,19
17031806802,Census Tract 8068.02,Cook County,Illinois,3293,9
17031807000,Census Tract 8070,Cook County,Illinois,5283,16
17031808500,Census Tract 8085,Cook County,Illinois,4334,5
17031817500,Census Tract 8175,Cook County,Illinois,3470,15
17031819100,Census Tract 8191,Cook County,Illinois,4004,17
17031820603,Census Tract 8206.03,Cook County,Illinois,5255,6
17031820605,Census Tract 8206.05,Cook County,Illinois,5617,21
17031821402,Census Tract 8214.02,Cook County,Illinois,3375,3
17031822101,Census Tract 8221.01,Cook County,Illinois,4565,6
17031822702,Census Tract 8227.02,Cook County,Illinois,3364,10
17031823500,Census Tract 8235,Cook County,Illinois,4426,6
17031823602,Census Tract 8236.02,Cook County,Illinois,6164,9
17031824114,Census Tract 8241.14,Cook County,Illinois,5223,16
17031824116,Census Tract 8241.16,Cook County,Illinois,5365,5
17031824128,Census Tract 8241.28,Cook County,Illinois,4445,4
17031825900,Census Tract 8259,Cook County,Illinois,3442,10
17031826303,Census Tract 8263.03,Cook County,Illinois,3646,4
17031826401,Census Tract 8264.01,Cook County,Illinois,3337,16
17031827600,Census Tract 8276,Cook County,Illinois,2884,12
17031828100,Census Tract 8281,Cook County,Illinois,5388,8
17031829301,Census Tract 8293.01,Cook County,Illinois,4080,13
17031829401,Census Tract 8294.01,Cook County,Illinois,948,3
17031830100,Census Tract 8301,Cook County,Illinois,3199,19
17031830300,Census Tract 8303,Cook County,Illinois,5062,14
